ts,city,temp,cond
1998-04-14 00:00:00.0,Anchorage,110,"Precipitation within sight reaching the ground or the surface of the sea but distant i.e. estimated to be more than 5 km from the station"
1998-04-17 00:00:00.0,Anchorage,49,"Drizzle and rain slight"
1998-04-21 00:00:00.0,Anchorage,86,"Fog or ice fog sky visible no appreciable change during the preceding hour"
1998-04-23 00:00:00.0,Anchorage,52,"Fog depositing rime sky invisible"
1998-05-05 00:00:00.0,Anchorage,110,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1998-05-08 00:00:00.0,Anchorage,105,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1998-05-15 00:00:00.0,Anchorage,118,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-05-18 00:00:00.0,Anchorage,50,Fog or ice fog in patches
1998-05-19 00:00:00.0,Anchorage,53,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1998-05-25 00:00:00.0,Anchorage,90,"Fog or ice fog sky visible no appreciable change during the preceding hour"
1998-05-29 00:00:00.0,Anchorage,49,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1998-06-01 00:00:00.0,Anchorage,81,State of sky on the whole unchanged
1997-01-15 00:00:00.0,Bangalore,55,Snow not falling as shower(s)
1997-07-29 00:00:00.0,Bangalore,103,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1997-09-11 00:00:00.0,Bangalore,81,"Fog depositing rime sky invisible"
1998-02-06 00:00:00.0,Bangalore,104,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1996-08-05 00:00:00.0,Barcelona,76,"Intermittent fall of snowflakes heavy at time of observation"
1996-08-21 00:00:00.0,Barcelona,79,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1996-09-03 00:00:00.0,Barcelona,104,Cloud development not observed or not observable
1996-09-13 00:00:00.0,Barcelona,78,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1996-09-23 00:00:00.0,Barcelona,116,Slight or moderate drifting snow generally low (below eye level)
1996-10-15 00:00:00.0,Barcelona,109,Shower(s) of snow or of rain and snow
1996-10-29 00:00:00.0,Barcelona,97,State of sky on the whole unchanged
1996-11-08 00:00:00.0,Barcelona,55,"Intermittent fall of snowflakes slight at time of observation"
1996-12-02 00:00:00.0,Barcelona,67,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1997-01-09 00:00:00.0,Barcelona,60,"Drizzle not freezing continuous slight at time of observation"
1997-02-12 00:00:00.0,Barcelona,96,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-02-24 00:00:00.0,Barcelona,69,"Drizzle freezing slight"
1997-03-28 00:00:00.0,Barcelona,53,"Drizzle not freezing continuous slight at time of observation"
1997-04-01 00:00:00.0,Barcelona,99,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-04-03 00:00:00.0,Barcelona,60,State of sky on the whole unchanged
1997-04-30 00:00:00.0,Barcelona,71,"Shower(s) of rain and snow mixed moderate or heavy"
1997-05-27 00:00:00.0,Barcelona,102,"Rain freezing slight"
1997-06-05 00:00:00.0,Barcelona,76,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1997-06-16 00:00:00.0,Barcelona,102,"Visibility reduced by smoke e.g. veldt or forest fires industrial smoke or volcanic ashes"
1997-06-23 00:00:00.0,Barcelona,55,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-07-11 00:00:00.0,Barcelona,112,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-07-28 00:00:00.0,Barcelona,91,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1997-08-04 00:00:00.0,Barcelona,119,Rain (not freezing) not falling as shower(s)
1997-08-11 00:00:00.0,Barcelona,70,"Show shower(s) slight"
1997-10-14 00:00:00.0,Barcelona,92,Shower(s) of snow or of rain and snow
1997-10-16 00:00:00.0,Barcelona,94,"Rain or drizzle and snow moderate or heavy"
1997-10-30 00:00:00.0,Barcelona,69,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-11-24 00:00:00.0,Barcelona,74,"Rain or drizzle and snow slight"
1997-12-02 00:00:00.0,Barcelona,114,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1997-12-11 00:00:00.0,Barcelona,67,"Rain not freezing continuous slight at time of observation"
1997-12-23 00:00:00.0,Barcelona,60,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1997-12-26 00:00:00.0,Barcelona,42,"Shower(s) of hail (hail small hail snow pellets)  with or without rain or rain and snow mixed not associated with thunder slight"
1998-01-13 00:00:00.0,Barcelona,60,Severe duststorm or sandstorm no appreciable change during the preceding hour
1998-01-14 00:00:00.0,Barcelona,108,"Shower(s) of hail (Hail small hail snow pellets) or rain and hail"
1998-01-20 00:00:00.0,Barcelona,82,"Duststorm or sandstorm within sight at the time of observation or at the station during the preceding hour"
1998-03-10 00:00:00.0,Barcelona,108,"Show shower(s) slight"
1998-03-13 00:00:00.0,Barcelona,94,"Continuous fall of snowflakes moderate at time of observation"
1998-03-20 00:00:00.0,Barcelona,106,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1998-04-02 00:00:00.0,Barcelona,80,"Shower(s) of rain and snow mixed moderate or heavy"
1998-04-07 00:00:00.0,Barcelona,46,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1998-04-10 00:00:00.0,Barcelona,113,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1998-04-16 00:00:00.0,Barcelona,84,"Visibility reduced by smoke e.g. veldt or forest fires industrial smoke or volcanic ashes"
1998-04-20 00:00:00.0,Barcelona,51,"Precipitation within sight reaching the ground or the surface of the sea but distant i.e. estimated to be more than 5 km from the station"
1998-04-23 00:00:00.0,Barcelona,119,Clouds generally forming or developing
1998-04-28 00:00:00.0,Barcelona,39,"Thunderstorm combined with duststorm or sandstorm at time of observation thunderstorm at time of observation"
1998-04-29 00:00:00.0,Barcelona,75,"Snow shower(s) moderate or heavy"
1998-05-11 00:00:00.0,Barcelona,47,"Shower(s) of hail (hail small hail snow pellets)  with or without rain or rain and snow mixed not associated with thunder slight"
1998-05-12 00:00:00.0,Barcelona,83,"Visibility reduced by smoke e.g. veldt or forest fires industrial smoke or volcanic ashes"
1998-05-20 00:00:00.0,Barcelona,68,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1998-05-25 00:00:00.0,Barcelona,87,"Fog or ice fog sky invisible no appreciable change during the preceding hour"
1998-06-01 00:00:00.0,Barcelona,77,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1996-08-01 00:00:00.0,Barquisimeto,111,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1996-08-20 00:00:00.0,Barquisimeto,84,"Fog or ice fog sky invisible no appreciable change during the preceding hour"
1996-08-28 00:00:00.0,Barquisimeto,94,Freezing drizzle or freezing rain not falling as shower(s)
1996-09-10 00:00:00.0,Barquisimeto,66,"Precipitation within sight not reaching the ground or the surface of the sea"
1996-09-13 00:00:00.0,Barquisimeto,73,"Continuous fall of snowflakes moderate at time of observation"
1996-09-16 00:00:00.0,Barquisimeto,114,Rain and snow or ice pellets not falling as shower(s)
1996-09-23 00:00:00.0,Barquisimeto,62,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1996-09-25 00:00:00.0,Barquisimeto,74,Snow not falling as shower(s)
1996-10-01 00:00:00.0,Barquisimeto,89,"Rain not freezing intermittent heavy at time of observation"
1996-10-03 00:00:00.0,Barquisimeto,111,"Shower(s) of hail (Hail small hail snow pellets) or rain and hail"
1996-10-09 00:00:00.0,Barquisimeto,74,"Rain not freezing continuous slight at time of observation"
1996-10-21 00:00:00.0,Barquisimeto,47,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1996-10-23 00:00:00.0,Barquisimeto,97,"Shower(s) of rain and snow mixed slight"
1996-10-24 00:00:00.0,Barquisimeto,60,"Snow shower(s) moderate or heavy"
1996-10-30 00:00:00.0,Barquisimeto,117,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1996-10-31 00:00:00.0,Barquisimeto,41,"Snow shower(s) moderate or heavy"
1996-11-01 00:00:00.0,Barquisimeto,81,"Precipitation within sight reaching the ground or the surface of the sea but distant i.e. estimated to be more than 5 km from the station"
1996-11-13 00:00:00.0,Barquisimeto,76,Heavy drifting snow generally low (below eye level)
1996-12-06 00:00:00.0,Barquisimeto,90,"Shower(s) of hail (hail small hail snow pellets)  with or without rain or rain and snow mixed not associated with thunder slight"
1996-12-09 00:00:00.0,Barquisimeto,81,"Fog or ice fog sky visible no appreciable change during the preceding hour"
1996-12-17 00:00:00.0,Barquisimeto,97,Squalls at or within sight of the station during the preceding hour or at the time of observation
1996-12-23 00:00:00.0,Barquisimeto,96,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1996-12-30 00:00:00.0,Barquisimeto,108,"Continuous fall of snowflakes slight at time of observation"
1997-01-09 00:00:00.0,Barquisimeto,94,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-01-10 00:00:00.0,Barquisimeto,115,State of sky on the whole unchanged
1997-01-14 00:00:00.0,Barquisimeto,81,"More or less continuous shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea "
1997-01-24 00:00:00.0,Barquisimeto,94,"Rain shower(s) moderate or heavy"
1997-02-06 00:00:00.0,Barquisimeto,98,Slight or moderate drifting snow generally low (below eye level)
1997-02-12 00:00:00.0,Barquisimeto,104,"Rain not freezing intermittent moderate at time of observation"
1997-03-18 00:00:00.0,Barquisimeto,57,"Drizzle freezing moderate or heavy (dense)"
1997-03-21 00:00:00.0,Barquisimeto,91,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-03-28 00:00:00.0,Barquisimeto,72,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1997-04-01 00:00:00.0,Barquisimeto,91,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1997-04-07 00:00:00.0,Barquisimeto,71,"Thunderstorm combined with duststorm or sandstorm at time of observation thunderstorm at time of observation"
1997-04-14 00:00:00.0,Barquisimeto,52,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1997-04-24 00:00:00.0,Barquisimeto,66,"Rain shower(s) slight"
1997-04-25 00:00:00.0,Barquisimeto,63,"Slight snow or rain and snow mixed or hail (Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-05-06 00:00:00.0,Barquisimeto,59,"Drizzle not freezing intermittent moderate at time of observation"
1997-05-07 00:00:00.0,Barquisimeto,52,"Shower(s) of hail (Hail small hail snow pellets) or rain and hail"
1997-05-08 00:00:00.0,Barquisimeto,86,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1997-05-09 00:00:00.0,Barquisimeto,97,Mist
1997-05-14 00:00:00.0,Barquisimeto,116,"Rain not freezing continuous heavy at time of observation"
1997-05-20 00:00:00.0,Barquisimeto,74,"Show shower(s) slight"
1997-05-22 00:00:00.0,Barquisimeto,67,Heavy blowing snow generally high (above eye level)
1997-06-13 00:00:00.0,Barquisimeto,78,Slight or moderate blowing snow generally high (above eye level)
1997-06-17 00:00:00.0,Barquisimeto,51,"Drizzle not freezing continuous heavy (dense) at time of observation"
1997-06-18 00:00:00.0,Barquisimeto,46,"Precipitation within sight reaching the ground or the surface of the sea but distant i.e. estimated to be more than 5 km from the station"
1997-07-04 00:00:00.0,Barquisimeto,80,"Duststorm or sandstorm within sight at the time of observation or at the station during the preceding hour"
1997-07-21 00:00:00.0,Barquisimeto,44,Thunderstorm (with or without precipitation)
1997-07-28 00:00:00.0,Barquisimeto,61,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1997-07-30 00:00:00.0,Barquisimeto,103,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-08-06 00:00:00.0,Barquisimeto,107,Mist
1997-08-08 00:00:00.0,Barquisimeto,42,"Rain not freezing continuous heavy at time of observation"
1997-08-11 00:00:00.0,Barquisimeto,80,"Precipitation within sight reaching the ground or the surface of the sea but distant i.e. estimated to be more than 5 km from the station"
